utterances,labels
"No, that is all. You've been very helpful. Goodbye.",default
"Hi, I'm looking for a place to stay that is moderate prices, and has free wifi please.",default
i would like to stay somewhere that has free parking,default
"I'm looking for a hotel that has a star rating of 2 as well, do any of those 14 hotels have a 2 star rating?",default
"Can you give me the address, hotel type, and phone number for either of the hotels?",default
"And that is a 2 star hotel, correct? Are there any attractions I could visit in the centre?",default
That sounds perfect. Can I get the postcode of the Cambridge Arts Theatre please?,default
"No, thank you. I'm all set.",default
I would to get a list of places to go in the center of town.,default
Can you provide the address and postcode for all of those suggestions? Thank you!,default
can you help me find a train now?,default
I need the train to depart from cambridge and go to london kings cross on Monday. I need to arrive by 08:30 please.,default
Hello! I'm looking for a train leaving on saturday going to cambridge.,default
I'd like to leave after 19:30.,default
I am leaving from Broxbourne and it should leave after 19:30. I would also like a booking for 6 people.,default
Yes thank you that's all I needed!,default
I am looking for a chinese restaurant in the centre of town.,default
"It doesn't matter. Can you pick one and give me the postcode and the price range, please.",default
Can you recommend an attraction that is also in the town centre?,default
"That sounds great! Could you send me the phone number, postcode, and attraction type?",default
Yes. I need a taxi to take me from the church to the restaurant at 21:30,default
"Could you book that taxi for me, please? And that's the car make and contact number, right?",default
"Thank you, I have no more questions.",default
I am looking for a museum in the west part of town to visit.,default
I do not have a specific museum I want to visit.,default
I'd like the address for the one with the entrance fee please.,default
Thanks. Now I need to book a train from Norwich.,default
I'm going to Cambridge on saturday and want to arrive by 14:15 please.,default
"Yes, please book that for 4 people, and I need the reference number.",default
That's everything I needed today. Thanks so much for your help!,default
I would like to find some attractions in the west.,default
"No specific preference, just need a recommendation",default
"I would like you to pick one and tell me the type, fee and the phone number please. Surprise me.",default
"Great, thanks. I am also wanting to find a place to stay. Ugh, I hate guesthouses though so it needs to be a hotel room in the west.",default
I need it to have 4 stars please.,default
You choose. Can you book me at one for 6 people for 3 nights starting Saturday?,default
Thanks that's all the help I need today. Have a great day.,default
Could you help me find a cheap hotel in the center of town?,default
Great can you find one with free parking and a 0 star rating,default
"At the moment, can I just get the postcode and it is a hotel?",default
"I just want to confirm that it is actually a hotel, as opposed to a guesthouse?",default
Are there any hotels that are cheap in the centre of town that include free parking with 0 stars?,default
Actually that is fine. Thank you for your help.,default
"No, I am all set. Good bye.",default
I'm looking for a restaurant in the north part and in cheap price range.,default
